ID,Site,Longitude UTM,Latitude UTM,Elevation,Gorge,Site Nickname,Discoverer,Date of Discovery,Publication,ISBN 10,Site Pager,Number of Figures,Figure Category,Distance to next Site,Next Site,Cardinal Points,Painting Location,Water in Sight,Water Availability,Open Field in Sight,Open Field,Living Place,Spatiality,Visibility,Context,View from Site,Evidence of Human Occupation,Degradation of Paintings,Quantity of Artefacts,Lithics,Pottery,O.E.S.,Bone,Charcoal,Grinding Implements,Stone Structures,Miscellenous Artefact,Remarks
454,I 143,451167.491,7665420.720,2253.1452,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 147,101,6,88.8159,I 142,SW,5; 6; 7; 9; 10,True,within shouting distance,True,adjacent,spacious,10,>15m,marginal,poor,Pager's Camp,water run-off,medium quantity,medium quantity,medium quantity,medium quantity,none,medium quantity,none,none,none,
455,I 144,451933.004,7665022.519,2247.5336,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 150,156,4,33.9352,I 145,SW; NW,1; 2,True,within shouting distance,True,adjacent,± vertical rock,2,>15m,central,rather nice,none,disintegration of rock; water run-off,medium quantity,medium quantity,medium quantity,medium quantity,none,none,none,none,iron arrowhead,
456,I 145,451083.260,7665449.370,2249.2115,Naib,,Shipahu,10.06.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 151,5,3,33.9352,I 144,N,1,True,within shouting distance,True,within shouting distance,± vertical rock,0,<15m,marginal,rather nice,none,water run-off,few,few,few,none,none,none,none,none,none,
457,I 146,451282.905,7666322.337,2308.801,Naib,,Shipahu,09.06.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 152,6,4,238.9488,I 145,W,5; 6,,<300m,True,adjacent,unfavourable,11,<15m,isolated,rather nice,none,water run-off,few,few,few,none,none,none,none,none,none,
458,I 147,451690.182,7666371.666,2377.2738,Naib,,Shipahu,12.06.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 153,2,5,102.1412,I 148,SE,1,,<300m,True,adjacent,± vertical rock,2,<3m,marginal,rather nice,none,water run-off,few,none,few,none,none,none,none,none,none,
459,I 148,451352.338,7666353.991,2386.9796,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 154,3,4,63.7022,I 149,SE; SW,5,,<300m,True,adjacent,unfavourable,4,<3m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
460,I 149,451871.167,7666394.027,2377.298,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 155,10,5,63.7022,I 148,NE,1,,>300m,True,adjacent,± vertical rock,1,<15m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,
461,I 150,451726.211,7666282.741,2377.3885,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 156,28,5,70.502,I 149,N; E; S; W,1; 2; 12,,>300m,True,adjacent,± vertical rock,3,>15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
462,I 151,451638.508,7666288.920,2367.68,Naib,,Shipahu,25.03.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 157,67,3,149.7504,I 147,NE,1; 8; 12,,<300m,True,within shouting distance,unfavourable,5,<15m,marginal,rather nice,Pager's Camp,disintegration of rock; water run-off,many,many,many,many,none,many,none,none,none,
463,I 152,451452.126,7666511.183,2374.1127,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 158,24,5,142.4647,I 153,N,1; 12,,>300m,True,adjacent,± vertical rock,0,<15m,central,rather nice,none,water run-off,medium quantity,medium quantity,none,none,none,none,none,none,none,
464,I 153,451355.751,7666169.586,2384.4637,Naib,,Nashilengo,26.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 159,7,3,142.4647,I 152,NW,5; 6,,<300m,True,within shouting distance,unfavourable,4,<3m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
465,I 154,451154.822,7666829.747,2397.0115,Naib,,Walter,26.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 73,30,4,285.9841,I 155,SW,1; 5; 12,,<300m,True,adjacent,unfavourable,3,>15m,isolated,poor,none,disintegration of rock; water run-off,few,few,few,few,none,none,none,none,none,
466,I 155,450280.289,7666802.600,2335.2108,Naib,,Shipahu,26.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 74,11,5,285.9841,I 154,NW,3; 4; 5,True,within shouting distance,True,within shouting distance,unfavourable,10,>15m,isolated,magnificent,Pager's Camp,water run-off,medium quantity,medium quantity,medium quantity,none,none,none,none,none,none,
467,I 156,450385.639,7665718.491,2195.5399,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 94,11,6,57.4992,I 158,N,8,,<300m,True,adjacent,unfavourable,1,<15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
468,I 157,450041.852,7665046.296,2196.0981,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 91,125,5,89.1478,I 158,NE,1,,<300m,True,adjacent,± vertical rock,0,<15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
469,I 158,450507.103,7665603.153,2192.1428,Naib,,Matheus,04.02.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 92,7,6,57.4992,I 156,W,1,,<300m,True,within shouting distance,± vertical rock,0,<15m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,
470,I 159,450292.146,7665716.240,2203.5379,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 93,180,6,67.0728,I 156,W,4; 5; 6; 7,,<300m,True,within shouting distance,unfavourable,15,>15m,marginal,rather nice,Pager's Camp,disintegration of rock; water run-off,many,many,many,none,none,none,none,none,none,
471,I 160,450108.168,7665743.940,2196.9526,Naib,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 90,34,6,93.6664,I 157,N,11,,<300m,True,within shouting distance,unfavourable,5,<3m,marginal,rather nice,Pager's Camp,water run-off,few,few,few,none,none,none,none,none,none,
472,I 161,450915.717,7665173.176,2248.1281,Naib,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 89,89,5,111.4484,I 160,S,5; 6,True,<300m,True,<300m,unfavourable,10,<1m; >15m,marginal,magnificent,Pager's Camp,disintegration of rock,medium quantity,medium quantity,none,none,none,none,none,none,none,
473,I 162,450036.115,7665281.668,2201.2461,Naib,,Shipahu,03.02.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 87,65,3,37.2916,I 163,NE,3; 4,,<300m,True,adjacent,unfavourable,4,>15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
474,I 163,450133.618,7665920.949,2201.2756,Naib,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 86,98,5,37.2916,I 162,SW,1; 3; 4; 5; 6; 12,,<300m,True,within shouting distance,unfavourable,12,<15m,central,rather nice,Fireplace and Pager's Camp,disintegration of rock; water run-off,medium quantity,medium quantity,none,none,none,medium quantity,none,none,none,
475,I 164,450288.924,7665128.858,2210.3273,Naib,,Matheus,03.02.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 88,6,3,57.5623,I 163,S,5,,<300m,True,adjacent,unfavourable,2,<1m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,
476,I 165,450760.225,7665657.976,2204.6377,Naib,,Shipahu,03.02.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 85,5,5,53.86,I 163,S,5,,<300m,True,adjacent,unfavourable,3,<3m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,
477,I 166,450789.306,7666097.216,2266.3529,Naib,,Shipahu,01.12.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 84,10,5,224.883,I 169,N,1,,<300m,True,adjacent,± vertical rock,1,<15m,marginal,poor,none,water run-off,few,none,few,few,none,none,none,none,hut remains,
478,I 167,450688.169,7666999.660,2285.081,Naib,,Reuning,1977,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 75,26,6,268.6749,I 168,N,3; 4; 5,,<300m,True,adjacent,unfavourable,8,<15m,isolated,rather nice,none,water run-off,few,few,few,none,none,none,none,none,none,
479,I 168,450848.208,7666129.455,2286.0462,Naib,„Ox“,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 76,2,4,94.8961,I 169,N,1,,>300m,True,adjacent,± vertical rock,0,>15m,isolated,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,
480,I 169,450749.132,7666914.526,2270.6729,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 66,18,4,65.74,I 171,SW,1,,<300m,True,within shouting distance,± vertical rock,3,<15m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
481,I 170,450519.865,7666697.685,2259.3397,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 68,497,4,50.1309,I 171,N; NE; NW,5; 6,,<300m,True,within shouting distance,spacious; unfavourable; ± vertical rock,55,>15m,marginal,rather nice,European; Fireplace and Pager's Camp,disintegration of rock; water run-off,masses,NA,NA,NA,NA,NA,NA,NA,NA,
482,I 171,450366.642,7666410.367,2261.6356,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 67,5,4,50.1309,I 170,SE,5,,<300m,True,within shouting distance,unfavourable,4,<3m,marginal,poor,none,vegetation impact,few,NA,NA,NA,NA,NA,NA,NA,NA,
483,I 172,450011.968,7666565.166,2206.5558,Naib,,Paulus,25.03.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 70,37,4,148.581,I 173,NE,1,True,<300m,True,adjacent,± vertical rock,4,<15m,isolated,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
484,I 173,449334.887,7666231.848,2184.5542,Naib,,Paulus,25.03.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 72,4,5,115.3921,I 174,S,5; 10,,>300m,True,within shouting distance,unfavourable,3,<1m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
485,I 174,449172.330,7666104.374,2149.3404,Naib,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 71,4,5,115.3921,I 173,SE,5,,>300m,True,adjacent,unfavourable,9,<15m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
486,I 175,452893.807,7664721.593,2150.4671,Naib,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 – Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 175,2,6,69.598,I 109,NW,1,,>300m,True,adjacent,± vertical rock,0,<1m,marginal,rather nice,none,none,few,few,none,none,none,none,none,none,none,
487,K 1,447714.220,7669693.729,2210.005,Karoab,,Shipahu,10.05.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 1,3,6,380.8098,P 5,E,4,,>300m,,>300m,unfavourable,7,<3m,isolated,magnificent,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
488,K 2,448787.699,7668644.065,2040.7232,Karoab,,F.Paulus,02.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 2,1038,1,63.2482,K 8,N,1; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12,True,within shouting distance,True,within shouting distance,spacious,69,NA,central,magnificent,Fireplace and Pager's Camp,disintegration of rock; water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
489,K 3,448388.993,7668129.521,2019.3481,Karoab,,Paulus,02.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 3,11,5,74.2207,K 2,SW,5,True,within shouting distance,True,adjacent,unfavourable,5,<15m,central,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
490,K 4,448953.391,7668408.948,2044.0714,Karoab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 4,1,6,42.6611,K 8,S,1,True,within shouting distance,True,within shouting distance,± vertical rock,0,<1m,marginal,rather nice,none,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
491,K 5,448460.528,7668941.995,2046.6634,Karoab,,F. Paulus,02.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 5,5,5,93.1714,K 4,SW,1,True,adjacent,True,<300m,± vertical rock,1,<3m,marginal,magnificent,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
492,K 6,448083.659,7668201.399,2138.2961,Karoab,,Paulus,02.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 6,4,6,180.5046,K 7,E,5,,<300m,,>300m,± vertical rock,0,<3m,isolated,magnificent,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
493,K 7,448078.409,7668974.120,2113.9762,Karoab,,Craven&Stadtherr,15.03.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 7,19,4,180.5046,K 6,SW,3; 4,,>300m,,>300m,spacious,13,<3m,isolated,rather nice,Fireplace,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
494,K 8,448280.796,7668010.470,2043.4513,Karoab,,Shipahu,24.06.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 8,17,5,42.6611,K 4,NE,1,True,within shouting distance,True,within shouting distance,± vertical rock,3,<1m,marginal,magnificent,none,water run-off,NA,NA,NA,NA,NA,NA,NA,NA,NA,
495,K 9,448999.681,7669394.586,1973.4909,Karoab,,J. Nashilongo,17.06.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 9,14,5,425.541,K 10,SE,5; 7,,<300m,,>300m,unfavourable,14,<1m,isolated,magnificent,Fireplace,disintegration of rock; water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
496,K 10,448387.730,7669391.756,1814.7359,Karoab,,Shipahu,04.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 10,5,5,128.0105,K 11,E,5; 8,True,adjacent,,within shouting distance,unfavourable,10,<3m,marginal,rather nice,none,water run-off,NA,NA,NA,NA,NA,NA,NA,NA,NA,
497,K 11,448171.101,7669828.523,1789.0534,Karoab,,F. Paulus,04.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 11,134,3,128.0105,K 10,N; S; W,1; 2; 5; 12,True,adjacent,True,adjacent,unfavourable; ± vertical rock,6,<3m,marginal,magnificent,European; Pager's Camp,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
498,K 12,449062.730,7669274.847,1646.9711,Karoab,,Shipahu,01.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 12,60,3,86.4398,K 13,N,5; 6; 8; 10,True,within shouting distance,True,within shouting distance,unfavourable,20,<3m,marginal,rather nice,Pager's Camp,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
499,K 13,449830.688,7669050.280,1627.3968,Karoab,,Shipahu,01.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 13,798,1,86.4398,K 12,N; S,1; 4; 5; 6; 8; 12,True,adjacent,True,adjacent,unfavourable,4,>15m,central,rather nice,none,none,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
500,K 14,449390.967,7669636.028,1570.5425,Karoab,,Shipahu,01.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 – Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 14,17,5,275.4986,K 13,NE; SW,1; 2; 6,,<300m,True,adjacent,unfavourable,8,<3m,isolated,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
